epoch,train_loss,train_acc,val_loss,val_acc
0,1.045995174182786,0.4569,1.2015690803527832,0.5116
1,0.927147944216375,0.5897,1.2017065639849063,0.5116
2,0.9104800985919105,0.5987,1.2244328613634463,0.3472
3,0.8785721113284429,0.6343,1.2228063477410211,0.3495
4,0.8621215086292338,0.6479,1.186684321474146,0.5116
5,0.8691020867338887,0.6427,1.1959562169180975,0.3611
6,0.8473028954532411,0.6742,1.2257289665716666,0.1389
7,0.8147543718417486,0.6999,0.8357654478814867,0.7106
8,0.8113192049441514,0.7023,0.8428518727973655,0.6296
9,0.8001628678154062,0.7083,0.8556348924283628,0.7199
10,0.8044935277214756,0.7057,0.8605584722978098,0.7269
11,0.7989838106764687,0.7106,0.8882183609185396,0.5694
12,0.7879424222089626,0.7196,0.8730018845310917,0.5602
13,0.7850381660240667,0.7199,0.8644777558468006,0.6944
14,0.7808040623311643,0.7222,0.7603327389116641,0.7685
15,0.7779471349936945,0.7283,0.767176542017195,0.7639
16,0.7744610889090432,0.7335,0.7695439170908045,0.7315
17,0.775685762917554,0.7283,0.7700040163817229,0.7338
18,0.7684563133451674,0.7376,0.7612115718700267,0.7593
19,0.7723251321801433,0.7338,0.7587689006770099,0.7569
20,0.7729111468350446,0.7300,0.7646533162505539,0.7477
21,0.7704238179657195,0.7335,0.7617407772276137,0.7546
22,0.7765704349235252,0.7292,0.7621381989231816,0.7477
23,0.7687455636483652,0.7405,0.7606451908747355,0.7523
24,0.7673012288632216,0.7384,0.7644578041853728,0.7500
25,0.7742070743331203,0.7341,0.7581022536313092,0.7616
26,0.7669771495792601,0.7384,0.7597859060322797,0.7569
27,0.7739234566688538,0.7332,0.7624398911440814,0.7569
28,0.7702825207401205,0.7347,0.7580083122959843,0.7593
29,0.7714165796836218,0.7344,0.7626730071173774,0.7546
30,0.7647461537961606,0.7425,0.7585873051925942,0.7546
31,0.7660332311082769,0.7390,0.7619894014464484,0.7616
32,0.7667428144702205,0.7407,0.7545926791650278,0.7569
33,0.7707737960197307,0.7358,0.7589022031536808,0.7593
34,0.7678998228576448,0.7407,0.7583826493333887,0.7569
35,0.7694636097660771,0.7384,0.7615640538710134,0.7546
36,0.768126435301922,0.7384,0.7609669654457657,0.7662
37,0.7698253409730064,0.7393,0.763131300608317,0.7546
38,0.7677950842512978,0.7407,0.7645883096588982,0.7569
39,0.768607532536542,0.7376,0.7627829644415114,0.7407
40,0.7691285869589558,0.7355,0.7598342520219309,0.7500
41,0.7695361182645515,0.7390,0.7590427199999491,0.7569
42,0.7618154712297298,0.7448,0.7613893923936067,0.7523
Early stopping
Training complete in 2m 22s
Test Acc: 0.7106
