epoch,train_loss,train_acc,val_loss,val_acc
0,0.6975848654905955,0.5250,0.6982142289479574,0.4833
1,0.6209238231182098,0.6958,0.7017100850741068,0.5167
2,0.5731090853611628,0.7458,0.6848531365394592,0.5250
3,0.5319132169087728,0.8146,0.5950582941373189,0.6917
4,0.5000017056862514,0.8458,0.5528972705205282,0.8000
5,0.4782092958688736,0.8646,0.5107017159461975,0.8167
6,0.4579088717699051,0.8896,0.5327504356702168,0.7667
7,0.4338616301616033,0.9156,0.4778243144353231,0.8500
8,0.42110331257184347,0.9313,0.48320751190185546,0.8417
9,0.41940285662810006,0.9260,0.4856293042500814,0.8500
10,0.41780663828055065,0.9313,0.48743005394935607,0.8417
11,0.40931744277477267,0.9375,0.48873441815376284,0.8500
12,0.40744014581044513,0.9469,0.48751856287320455,0.8667
13,0.40663055777549745,0.9406,0.48748199542363485,0.8667
14,0.40442928969860076,0.9521,0.4849304219086965,0.8583
15,0.4070909470319748,0.9469,0.4853744943936666,0.8500
16,0.4023066759109497,0.9562,0.483234840631485,0.8583
17,0.3997916360696157,0.9552,0.484157007932663,0.8667
18,0.4039521237214406,0.9490,0.48420117497444154,0.8833
19,0.4009909242391586,0.9583,0.48504218260447185,0.8417
Training complete in 0m 28s
Test Acc: 0.8250
