epoch,train_loss,train_acc,val_loss,val_acc
0,0.6265673026626493,0.6636,0.6654126975271437,0.6065
1,0.5346451384540448,0.7695,0.6293987499343024,0.6806
2,0.5182601147227817,0.7791,0.5494408298421789,0.7616
3,0.49288739147500243,0.8099,0.5007533442091059,0.7963
4,0.4874577214443144,0.8148,0.545447239169368,0.7569
5,0.4478973431106458,0.8606,0.4875858536473027,0.8310
6,0.4385225753234738,0.8683,0.4792284369468689,0.8171
7,0.4094505416758267,0.9002,0.4431597778090724,0.8704
8,0.3920019930036961,0.9216,0.41041093512817667,0.8912
9,0.38312149145966207,0.9298,0.4119045679216032,0.8889
10,0.38148210948877376,0.9313,0.4107009525652285,0.8981
11,0.3788181392498958,0.9354,0.4174629836170762,0.8912
12,0.36978902505258476,0.9434,0.4147180396097678,0.8958
13,0.37206029548566527,0.9419,0.405979793380808,0.9097
14,0.3646378958666766,0.9465,0.41015025311046177,0.9005
15,0.36348771460262347,0.9493,0.4115432820938252,0.8958
16,0.36162616232785666,0.9529,0.41031816601753235,0.8935
17,0.3608530241030234,0.9532,0.40942641099294025,0.9005
18,0.3642187102586644,0.9478,0.4088938335577647,0.9051
19,0.3593486336523613,0.9558,0.4122210652739913,0.8981
20,0.36022421680850747,0.9555,0.40614212883843315,0.9028
21,0.3598887519336041,0.9542,0.4081403292991497,0.9028
22,0.3592350498884303,0.9558,0.4064512650171916,0.9051
23,0.3591985502606066,0.9558,0.4082031371416869,0.9005
24,0.35911203436400174,0.9558,0.40671775959156176,0.8981
25,0.35804028324629544,0.9565,0.405942154151422,0.9051
26,0.3586624879160045,0.9578,0.40626382055105986,0.9028
27,0.3566054728786641,0.9576,0.40742407573593986,0.8981
28,0.35896517845338266,0.9570,0.4071411391099294,0.9028
29,0.3584572284064666,0.9560,0.4059297188564583,0.9005
30,0.35861214431225025,0.9563,0.40959466055587485,0.9028
31,0.3577904334529437,0.9568,0.4069157397305524,0.9074
32,0.36069610665855095,0.9547,0.4075591972580663,0.9028
33,0.35984153696048404,0.9565,0.4062289705982915,0.9028
34,0.3589427688239533,0.9547,0.40864947217482106,0.8958
35,0.3576759761007725,0.9573,0.4072685241699219,0.9051
36,0.35807450281249154,0.9570,0.4085488771950757,0.9028
37,0.35745457133638514,0.9576,0.40786397567501775,0.9028
38,0.35911421655627435,0.9558,0.4083031051688724,0.9028
39,0.35885067449675667,0.9550,0.4075549046198527,0.9028
40,0.3594389745482692,0.9552,0.40748211299931564,0.9074
41,0.3573140243198646,0.9586,0.4077214753186261,0.9005
Early stopping
Training complete in 2m 58s
