epoch,train_loss,train_acc,val_loss,val_acc
0,0.9961016476154327,0.5391,1.002444209875884,0.5417
1,0.9126623250820018,0.6398,1.0180093778504267,0.4468
2,0.9256494177712334,0.6001,0.9249618870240671,0.6366
3,0.8796208660911631,0.6415,0.9264699507642675,0.6273
4,0.8621918106520617,0.6554,0.9743671858752215,0.5093
5,0.838800036796817,0.6748,0.9802335059201276,0.5093
6,0.8421581061901869,0.6840,1.149464240780583,0.4167
7,0.8150786078638501,0.6953,0.8313199877738953,0.6921
8,0.7875949718334057,0.7231,0.8016147127857914,0.7338
9,0.7761863928150248,0.7367,0.8244507312774658,0.6806
10,0.7722760946662338,0.7361,0.8000340991550021,0.7315
11,0.7664009156050505,0.7436,0.8001788015718814,0.7292
12,0.7620568606588576,0.7477,0.791071993333322,0.7361
13,0.7541975710127089,0.7598,0.7985645488456443,0.7269
14,0.7504866393627944,0.7642,0.7949163560514096,0.7315
15,0.7479929984719665,0.7659,0.7864273345028913,0.7407
16,0.7560372313967457,0.7543,0.7950292384182965,0.7269
17,0.7505953400223343,0.7601,0.8006523317760892,0.7269
18,0.7436904691987567,0.7685,0.7862838175561693,0.7384
19,0.7399180928866068,0.7703,0.7926117932354962,0.7338
20,0.7437291658586926,0.7682,0.7896264570730703,0.7361
21,0.7485730018880632,0.7613,0.7863667320322107,0.7315
22,0.745999335138886,0.7639,0.7921725401171932,0.7199
23,0.7414485354114462,0.7700,0.7845300060731394,0.7292
24,0.7421664264467027,0.7671,0.7852127927320974,0.7338
25,0.7497365369840905,0.7648,0.7905939287609525,0.7269
26,0.7451121095154021,0.7677,0.7885799275504218,0.7292
27,0.7408431387609906,0.7705,0.7865890838481762,0.7338
28,0.7463781563220201,0.7633,0.7898318436410692,0.7222
29,0.7463703425946059,0.7645,0.7870490330236929,0.7477
30,0.7464217157275589,0.7671,0.7917712065908644,0.7315
31,0.7480219845418576,0.7653,0.7860004592824865,0.7431
32,0.7443973394455733,0.7688,0.7892908983760409,0.7338
33,0.7438536772021541,0.7703,0.7830942736731635,0.7477
34,0.7471272189308096,0.7642,0.7904450716795745,0.7338
35,0.7464301415063717,0.7668,0.7807172382319415,0.7454
36,0.7466290289605105,0.7659,0.786969370312161,0.7269
37,0.7450250812150814,0.7682,0.7896770172648959,0.7338
38,0.7463574210802714,0.7639,0.7854581585636845,0.7245
39,0.7431997772720125,0.7671,0.7821976939837137,0.7431
40,0.742087933200377,0.7720,0.787154252882357,0.7269
41,0.7395538853274451,0.7688,0.7894750833511353,0.7315
42,0.7413472765021853,0.7731,0.7886644690125076,0.7222
43,0.7381698627162863,0.7746,0.7871952763310185,0.7384
44,0.7557849939222689,0.7549,0.7864424917432997,0.7361
45,0.7396014956412492,0.7743,0.7942978298222577,0.7222
Early stopping
Training complete in 2m 42s
Test Acc: 0.7500
