epoch,train_loss,train_acc,val_loss,val_acc
0,0.5712150235970815,0.7625,0.8065993785858154,0.6000
1,0.40962787469228107,0.8958,0.8132326602935791,0.6000
2,0.33817856113115946,0.9750,0.8132587671279907,0.6000
3,0.3380002895991007,0.9833,0.8132606148719788,0.6000
4,0.33013230363527934,0.9875,0.8132609128952026,0.6000
5,0.31923824151357016,0.9958,0.8132613897323608,0.6000
6,0.3276040554046631,0.9833,0.8132614493370056,0.6000
7,0.31418907245000205,1.0000,0.8132613897323608,0.6000
8,0.3136325736840566,1.0000,0.8132614493370056,0.6000
9,0.31493940750757854,1.0000,0.8132614493370056,0.6000
10,0.31801089843114216,0.9958,0.8132614493370056,0.6000
11,0.3205034772555033,0.9917,0.8132613301277161,0.6000
12,0.3134615937868754,1.0000,0.8132594227790833,0.6000
13,0.3135503888130188,1.0000,0.8045549988746643,0.6000
14,0.31837463974952696,0.9958,0.5457929372787476,0.8000
15,0.32720165252685546,0.9833,0.3727305233478546,0.9333
16,0.314376296599706,1.0000,0.32063451409339905,1.0000
17,0.31356332699457806,1.0000,0.3157627582550049,1.0000
18,0.3199955483277639,0.9958,0.31465116143226624,1.0000
19,0.3138731062412262,1.0000,0.31472963094711304,1.0000
20,0.31419875621795657,1.0000,0.31454741954803467,1.0000
21,0.31350004076957705,1.0000,0.3145255446434021,1.0000
22,0.3141294737656911,1.0000,0.3147047460079193,1.0000
23,0.3152725021044413,1.0000,0.31404969096183777,1.0000
24,0.31345923741658527,1.0000,0.3143020570278168,1.0000
25,0.31356767813364667,1.0000,0.31448060274124146,1.0000
26,0.31359710097312926,1.0000,0.314542680978775,1.0000
27,0.3134044766426086,1.0000,0.31468451023101807,1.0000
28,0.3149047076702118,1.0000,0.3142363727092743,1.0000
29,0.3136022667090098,1.0000,0.31399857997894287,1.0000
30,0.31453677217165626,1.0000,0.3139774799346924,1.0000
31,0.3138685882091522,1.0000,0.3143538534641266,1.0000
32,0.31384620467821756,1.0000,0.3143446147441864,1.0000
33,0.31378393769264223,1.0000,0.31421443819999695,1.0000
34,0.31534700592358905,1.0000,0.3144436776638031,1.0000
35,0.31394383708635965,1.0000,0.3142975866794586,1.0000
36,0.31352570255597434,1.0000,0.3142336308956146,1.0000
37,0.31396896044413247,1.0000,0.3140988051891327,1.0000
38,0.31405070424079895,1.0000,0.31390392780303955,1.0000
39,0.3159490962823232,0.9958,0.3138691186904907,1.0000
40,0.3135369857152303,1.0000,0.31395360827445984,1.0000
41,0.31373400092124937,1.0000,0.31412503123283386,1.0000
42,0.31355812152226764,1.0000,0.3140721321105957,1.0000
43,0.3139141897360484,1.0000,0.3141746520996094,1.0000
44,0.3134545663992564,1.0000,0.3143072724342346,1.0000
